experiment_id,family,method,precision,input_shape,bbox_ap,bbox_ap50,bbox_ap75,bbox_ap_small,bbox_ap_medium,bbox_ap_large,bbox_ar100,mask_ap,mask_ap50,mask_ap75,mask_ap_small,mask_ap_medium,mask_ap_large,mask_ar100,semantic_miou,benchmark_repetitions,measured_runs_per_repetition,total_measured_runs,replicate_median_ms,replicate_mean_ms,replicate_median_mean_ms,replicate_median_std_ms,replicate_median_cv,replicate_median_ci95_low_ms,replicate_median_ci95_high_ms,mean_ms,median_ms,standard_deviation_ms,coefficient_of_variation,min_ms,max_ms,p05_ms,p25_ms,p75_ms,p95_ms,p99_ms,iqr_ms,fps,gpu_peak_allocated_bytes,gpu_peak_reserved_bytes,engine_size_bytes,engine_sha256,annotation_sha256,test_image_count,prediction_count,engine,benchmarks,load_stabilization_records,evaluation,all_benchmarks,latency_measurement_rounds,latency_retry_performed,latency_retry_count,latency_stability_unresolved,bbox_ap_delta_vs_B01,mask_ap_delta_vs_B01,semantic_miou_delta_vs_B01,median_latency_reduction_vs_B01_pct,speedup_vs_B01,engine_size_reduction_vs_B01_pct,gpu_memory_reduction_vs_B01_pct,measurement_valid,latency_stability_warning,accuracy_gate_pass,realtime_target_fps,median_latency_budget_ms,realtime_30fps_pass,p95_latency_warning,stage3_pareto_eligible,final_recommendation_eligible,exclusion_reason,pareto_optimal,deployment_candidate
B01,baseline,none,fp32,1x3x504x504,0.7378589271657685,0.9268739559620214,0.7921449439777805,0.3108272172948915,0.6103673048630374,0.8415875264113254,0.8793871239311294,0.6026426958851505,0.8399217797660261,0.6488118849989394,0.05679280617727269,0.48866117603692816,0.7159652185775518,0.729644128492741,0.7120070817052193,3,200,600,"[45.865366999350954, 45.774185498885345, 45.76235649801674]","[46.034489404446504, 45.990707429627946, 46.04127945516666]",45.800636332084345,0.05636954655638497,0.0012307590258718059,45.66059531378848,45.94067735038021,46.02215876308037,45.82025699710357,1.2844751555142258,0.027909928391813076,43.22496500390116,49.91654799960088,44.25489459936216,45.08433199953288,46.6919632472127,48.56151670392137,49.34060668594611,1.6076312476798194,21.728663471610425,941561856,1000341504,135622764,b7800a7c51d9163f3b88030919f15231ff1b262cad9feac52bbd09081684ef6d,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,86415,artifacts/experiments/B01/front/model.engine,"['results/benchmarks/notebook-controlled/20260904_104755/B01/repeat-01/front_tensorrt_fp32_20260904_104843.json', 'results/benchmarks/notebook-controlled/20260904_104755/B01/repeat-02/front_tensorrt_fp32_20260904_104901.json', 'results/benchmarks/notebook-controlled/20260904_104755/B01/repeat-03/front_tensorrt_fp32_20260904_104919.json']","['results/measurement-environment/20260904_104755/B01/repeat-01-attempt-01.json', 'results/measurement-environment/20260904_104755/B01/repeat-02-attempt-01.json', 'results/measurement-environment/20260904_104755/B01/repeat-03-attempt-01.json']",results/coco-evaluation/B01-front.json,"['results/benchmarks/notebook-controlled/20260904_104755/B01/repeat-01/front_tensorrt_fp32_20260904_104843.json', 'results/benchmarks/notebook-controlled/20260904_104755/B01/repeat-02/front_tensorrt_fp32_20260904_104901.json', 'results/benchmarks/notebook-controlled/20260904_104755/B01/repeat-03/front_tensorrt_fp32_20260904_104919.json']","[{'round': 1, 'benchmarks': ['results/benchmarks/notebook-controlled/20260904_104755/B01/repeat-01/front_tensorrt_fp32_20260904_104843.json', 'results/benchmarks/notebook-controlled/20260904_104755/B01/repeat-02/front_tensorrt_fp32_20260904_104901.json', 'results/benchmarks/notebook-controlled/20260904_104755/B01/repeat-03/front_tensorrt_fp32_20260904_104919.json'], 'aggregate': {'benchmark_repetitions': 3, 'measured_runs_per_repetition': 200, 'total_measured_runs': 600, 'replicate_median_ms': [45.865366999350954, 45.774185498885345, 45.76235649801674], 'replicate_mean_ms': [46.034489404446504, 45.990707429627946, 46.04127945516666], 'replicate_median_mean_ms': 45.800636332084345, 'replicate_median_std_ms': 0.05636954655638497, 'replicate_median_cv': 0.0012307590258718059, 'replicate_median_ci95_low_ms': 45.66059531378848, 'replicate_median_ci95_high_ms': 45.94067735038021, 'mean_ms': 46.02215876308037, 'median_ms': 45.82025699710357, 'standard_deviation_ms': 1.2844751555142258, 'coefficient_of_variation': 0.027909928391813076, 'min_ms': 43.22496500390116, 'max_ms': 49.91654799960088, 'p05_ms': 44.25489459936216, 'p25_ms': 45.08433199953288, 'p75_ms': 46.6919632472127, 'p95_ms': 48.56151670392137, 'p99_ms': 49.34060668594611, 'iqr_ms': 1.6076312476798194, 'fps': 21.728663471610425, 'gpu_peak_allocated_bytes': 941561856, 'gpu_peak_reserved_bytes': 1000341504}, 'official': True}]",False,0,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,True,30.0,33.333333333333336,False,True,True,True,,False,False
B02,precision,tensorrt-fp16,fp16,1x3x504x504,0.7415530084406021,0.9275051218773379,0.7930866276291076,0.31399164313576833,0.6360391797757647,0.8468595654605359,0.8803819874346566,0.6017216878776938,0.8374940913575352,0.648793643811385,0.05334195308063992,0.48682626878739715,0.7146840996719729,0.730692346522091,0.7138475799724896,3,200,600,"[25.510872499580728, 26.78608849964803, 25.4791785046109]","[25.691386710132065, 26.664797089761123, 25.7630138402601]",25.92537983461322,0.7455640025368662,0.028758074415614024,24.073146696360688,27.777612972865754,26.03973254671776,25.775210498977685,1.3337748089065833,0.05122075683817659,23.657678997551557,38.57225999672664,24.354618451252463,25.116360249739955,26.930151745546027,28.130155548933544,29.321301157033297,1.813791495806072,38.40285218774443,941561856,1000341504,71242972,eedabbb239942a30399e9f1b59b0f8a0c9d76097de80e4efd466535a9b879185,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,86439,artifacts/experiments/B02/front/model.engine,"['results/benchmarks/notebook-controlled/20260904_104755/B02/repeat-01/front_tensorrt_fp16_20260904_104933.json', 'results/benchmarks/notebook-controlled/20260904_104755/B02/repeat-02/front_tensorrt_fp16_20260904_104947.json', 'results/benchmarks/notebook-controlled/20260904_104755/B02/repeat-03/front_tensorrt_fp16_20260904_105001.json']","['results/measurement-environment/20260904_104755/B02/repeat-01-attempt-01.json', 'results/measurement-environment/20260904_104755/B02/repeat-02-attempt-01.json', 'results/measurement-environment/20260904_104755/B02/repeat-03-attempt-01.json']",results/coco-evaluation/B02-front.json,"['results/benchmarks/notebook-controlled/20260904_104755/B02/repeat-01/front_tensorrt_fp16_20260904_104933.json', 'results/benchmarks/notebook-controlled/20260904_104755/B02/repeat-02/front_tensorrt_fp16_20260904_104947.json', 'results/benchmarks/notebook-controlled/20260904_104755/B02/repeat-03/front_tensorrt_fp16_20260904_105001.json']","[{'round': 1, 'benchmarks': ['results/benchmarks/notebook-controlled/20260904_104755/B02/repeat-01/front_tensorrt_fp16_20260904_104933.json', 'results/benchmarks/notebook-controlled/20260904_104755/B02/repeat-02/front_tensorrt_fp16_20260904_104947.json', 'results/benchmarks/notebook-controlled/20260904_104755/B02/repeat-03/front_tensorrt_fp16_20260904_105001.json'], 'aggregate': {'benchmark_repetitions': 3, 'measured_runs_per_repetition': 200, 'total_measured_runs': 600, 'replicate_median_ms': [25.510872499580728, 26.78608849964803, 25.4791785046109], 'replicate_mean_ms': [25.691386710132065, 26.664797089761123, 25.7630138402601], 'replicate_median_mean_ms': 25.92537983461322, 'replicate_median_std_ms': 0.7455640025368662, 'replicate_median_cv': 0.028758074415614024, 'replicate_median_ci95_low_ms': 24.073146696360688, 'replicate_median_ci95_high_ms': 27.777612972865754, 'mean_ms': 26.03973254671776, 'median_ms': 25.775210498977685, 'standard_deviation_ms': 1.3337748089065833, 'coefficient_of_variation': 0.05122075683817659, 'min_ms': 23.657678997551557, 'max_ms': 38.57225999672664, 'p05_ms': 24.354618451252463, 'p25_ms': 25.116360249739955, 'p75_ms': 26.930151745546027, 'p95_ms': 28.130155548933544, 'p99_ms': 29.321301157033297, 'iqr_ms': 1.813791495806072, 'fps': 38.40285218774443, 'gpu_peak_allocated_bytes': 941561856, 'gpu_peak_reserved_bytes': 1000341504}, 'official': True}]",False,0,False,0.003694081274833616,-0.0009210080074567584,0.0018404982672702852,43.747128042937405,1.7776870143862036,47.469753676455085,0.0,True,False,True,30.0,33.333333333333336,True,False,True,True,,False,False
B03,precision,tensorrt-int8-ptq,int8,1x3x504x504,0.7421901253864573,0.9283440854106519,0.7952832340439254,0.31254769924832465,0.6342850842923609,0.8478497259422241,0.8784045379137204,0.602749828431408,0.8396094796758079,0.6474215696365945,0.053793733353535725,0.48623889165257045,0.7151903388283486,0.7297329328771308,0.712443682711115,3,200,600,"[25.11864050029544, 26.1370039988833, 25.15864749875618]","[25.29866738466808, 26.305342669875245, 25.483774735002953]",25.471430665978307,0.5767504105652246,0.02264303164311767,24.038587584345166,26.904273747611448,25.695928263182093,25.360001498484053,1.2291048288609272,0.04783266890661529,23.745894999592565,31.56493799906457,24.230169856309658,24.793393997242674,26.461358998858486,27.903415251421393,29.424016557095452,1.667965001615812,38.91667153479839,941561856,1000341504,71309796,29efb304dc17c96d4a8b281be1a71eb5e1cf743fb8a87e30aaebe8e6b17d97cf,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,86420,artifacts/experiments/B03/front/model.engine,"['results/benchmarks/notebook-controlled/20260904_104755/B03/repeat-01/front_tensorrt_int8_20260904_105014.json', 'results/benchmarks/notebook-controlled/20260904_104755/B03/repeat-02/front_tensorrt_int8_20260904_105028.json', 'results/benchmarks/notebook-controlled/20260904_104755/B03/repeat-03/front_tensorrt_int8_20260904_105042.json']","['results/measurement-environment/20260904_104755/B03/repeat-01-attempt-01.json', 'results/measurement-environment/20260904_104755/B03/repeat-02-attempt-01.json', 'results/measurement-environment/20260904_104755/B03/repeat-03-attempt-01.json']",results/coco-evaluation/B03-front.json,"['results/benchmarks/notebook-controlled/20260904_104755/B03/repeat-01/front_tensorrt_int8_20260904_105014.json', 'results/benchmarks/notebook-controlled/20260904_104755/B03/repeat-02/front_tensorrt_int8_20260904_105028.json', 'results/benchmarks/notebook-controlled/20260904_104755/B03/repeat-03/front_tensorrt_int8_20260904_105042.json']","[{'round': 1, 'benchmarks': ['results/benchmarks/notebook-controlled/20260904_104755/B03/repeat-01/front_tensorrt_int8_20260904_105014.json', 'results/benchmarks/notebook-controlled/20260904_104755/B03/repeat-02/front_tensorrt_int8_20260904_105028.json', 'results/benchmarks/notebook-controlled/20260904_104755/B03/repeat-03/front_tensorrt_int8_20260904_105042.json'], 'aggregate': {'benchmark_repetitions': 3, 'measured_runs_per_repetition': 200, 'total_measured_runs': 600, 'replicate_median_ms': [25.11864050029544, 26.1370039988833, 25.15864749875618], 'replicate_mean_ms': [25.29866738466808, 26.305342669875245, 25.483774735002953], 'replicate_median_mean_ms': 25.471430665978307, 'replicate_median_std_ms': 0.5767504105652246, 'replicate_median_cv': 0.02264303164311767, 'replicate_median_ci95_low_ms': 24.038587584345166, 'replicate_median_ci95_high_ms': 26.904273747611448, 'mean_ms': 25.695928263182093, 'median_ms': 25.360001498484053, 'standard_deviation_ms': 1.2291048288609272, 'coefficient_of_variation': 0.04783266890661529, 'min_ms': 23.745894999592565, 'max_ms': 31.56493799906457, 'p05_ms': 24.230169856309658, 'p25_ms': 24.793393997242674, 'p75_ms': 26.461358998858486, 'p95_ms': 27.903415251421393, 'p99_ms': 29.424016557095452, 'iqr_ms': 1.667965001615812, 'fps': 38.91667153479839, 'gpu_peak_allocated_bytes': 941561856, 'gpu_peak_reserved_bytes': 1000341504}, 'official': True}]",False,0,False,0.004331198220688837,0.00010713254625749347,0.00043660100589570927,44.65329712121184,1.8067923615794175,47.42048171205241,0.0,True,False,True,30.0,33.333333333333336,True,False,True,True,,False,False
M01,semi-structured,nvidia-2to4,fp16,1x3x504x504,0.6345828690273081,0.9066032122687276,0.6978480344394071,0.22404947403893785,0.5768438833150134,0.7365292069606161,0.7877063098121311,0.517988143310128,0.8030065832256142,0.5591948804271022,0.043139789153267716,0.2944273394184036,0.6398070949785498,0.6773796443427956,0.6826235848602537,3,200,600,"[25.371922998601804, 25.168909996864386, 25.653619501099456]","[25.636607845262915, 25.308891300082905, 25.970511509622156]",25.39815083218855,0.2434168242232701,0.009584037272303062,24.793421115222046,26.00288054915505,25.63867021832266,25.386515499121742,1.0178099691553661,0.03969823553594402,23.64266099903034,29.305033000127878,24.33986774922232,24.924465749791125,26.20415775163565,27.630041898737545,28.270790903407033,1.2796920018445235,39.00358292706424,941561856,1000341504,71198284,34429486ea34f461cebfd4ed7b2e2df537160c9326589d120e74a962ac39efb7,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,87264,artifacts/experiments/M01/front/model.engine,"['results/benchmarks/notebook-controlled/20260904_104755/M01/repeat-01/front_tensorrt_fp16_20260904_105056.json', 'results/benchmarks/notebook-controlled/20260904_104755/M01/repeat-02/front_tensorrt_fp16_20260904_105110.json', 'results/benchmarks/notebook-controlled/20260904_104755/M01/repeat-03/front_tensorrt_fp16_20260904_105123.json']","['results/measurement-environment/20260904_104755/M01/repeat-01-attempt-01.json', 'results/measurement-environment/20260904_104755/M01/repeat-02-attempt-01.json', 'results/measurement-environment/20260904_104755/M01/repeat-03-attempt-01.json']",results/coco-evaluation/M01-front.json,"['results/benchmarks/notebook-controlled/20260904_104755/M01/repeat-01/front_tensorrt_fp16_20260904_105056.json', 'results/benchmarks/notebook-controlled/20260904_104755/M01/repeat-02/front_tensorrt_fp16_20260904_105110.json', 'results/benchmarks/notebook-controlled/20260904_104755/M01/repeat-03/front_tensorrt_fp16_20260904_105123.json']","[{'round': 1, 'benchmarks': ['results/benchmarks/notebook-controlled/20260904_104755/M01/repeat-01/front_tensorrt_fp16_20260904_105056.json', 'results/benchmarks/notebook-controlled/20260904_104755/M01/repeat-02/front_tensorrt_fp16_20260904_105110.json', 'results/benchmarks/notebook-controlled/20260904_104755/M01/repeat-03/front_tensorrt_fp16_20260904_105123.json'], 'aggregate': {'benchmark_repetitions': 3, 'measured_runs_per_repetition': 200, 'total_measured_runs': 600, 'replicate_median_ms': [25.371922998601804, 25.168909996864386, 25.653619501099456], 'replicate_mean_ms': [25.636607845262915, 25.308891300082905, 25.970511509622156], 'replicate_median_mean_ms': 25.39815083218855, 'replicate_median_std_ms': 0.2434168242232701, 'replicate_median_cv': 0.009584037272303062, 'replicate_median_ci95_low_ms': 24.793421115222046, 'replicate_median_ci95_high_ms': 26.00288054915505, 'mean_ms': 25.63867021832266, 'median_ms': 25.386515499121742, 'standard_deviation_ms': 1.0178099691553661, 'coefficient_of_variation': 0.03969823553594402, 'min_ms': 23.64266099903034, 'max_ms': 29.305033000127878, 'p05_ms': 24.33986774922232, 'p25_ms': 24.924465749791125, 'p75_ms': 26.20415775163565, 'p95_ms': 27.630041898737545, 'p99_ms': 28.270790903407033, 'iqr_ms': 1.2796920018445235, 'fps': 39.00358292706424, 'gpu_peak_allocated_bytes': 941561856, 'gpu_peak_reserved_bytes': 1000341504}, 'official': True}]",False,0,False,-0.10327605813846041,-0.08465455257502252,-0.029383496844965662,44.595431883486604,1.8049053245881161,47.50270389711273,0.0,True,False,False,30.0,33.333333333333336,True,False,False,False,accuracy retention gate failed,False,False
M02,semi-structured,nvidia-2to4,fp16,1x3x504x504,0.632380362274998,0.9051394892406524,0.7002936630194493,0.23004444851190609,0.6466274780332826,0.7340556473144345,0.7849560561396349,0.5148480302335408,0.7977061108149173,0.5585710767517705,0.040748802125895274,0.3049099714816371,0.6389520950785644,0.6723818226287619,0.6751028359197037,3,200,600,"[25.14567700200132, 25.21012199940742, 25.422765498660738]","[25.743770000008226, 25.47602516027837, 25.662433544785017]",25.25952150002316,0.14499910944918673,0.005740374355430834,24.89929467224574,25.619748327800576,25.627409568357205,25.26247049900121,1.5887532945822038,0.061994299125100676,23.210936000396032,40.46235499845352,23.92078685297747,24.66518025175901,26.367215750724426,28.145969146498825,29.207884659335832,1.7020354989654152,39.020721049962255,941561856,1000341504,65423652,808767d244919a7d37ca5e2509f2480b945e36ea5e8b44fb6f61c2871fc0d5c2,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,87258,artifacts/experiments/M02/front/model.engine,"['results/benchmarks/notebook-controlled/20260904_104755/M02/repeat-01/front_tensorrt_fp16_20260904_105137.json', 'results/benchmarks/notebook-controlled/20260904_104755/M02/repeat-02/front_tensorrt_fp16_20260904_105151.json', 'results/benchmarks/notebook-controlled/20260904_104755/M02/repeat-03/front_tensorrt_fp16_20260904_105205.json']","['results/measurement-environment/20260904_104755/M02/repeat-01-attempt-01.json', 'results/measurement-environment/20260904_104755/M02/repeat-02-attempt-01.json', 'results/measurement-environment/20260904_104755/M02/repeat-03-attempt-01.json']",results/coco-evaluation/M02-front.json,"['results/benchmarks/notebook-controlled/20260904_104755/M02/repeat-01/front_tensorrt_fp16_20260904_105137.json', 'results/benchmarks/notebook-controlled/20260904_104755/M02/repeat-02/front_tensorrt_fp16_20260904_105151.json', 'results/benchmarks/notebook-controlled/20260904_104755/M02/repeat-03/front_tensorrt_fp16_20260904_105205.json']","[{'round': 1, 'benchmarks': ['results/benchmarks/notebook-controlled/20260904_104755/M02/repeat-01/front_tensorrt_fp16_20260904_105137.json', 'results/benchmarks/notebook-controlled/20260904_104755/M02/repeat-02/front_tensorrt_fp16_20260904_105151.json', 'results/benchmarks/notebook-controlled/20260904_104755/M02/repeat-03/front_tensorrt_fp16_20260904_105205.json'], 'aggregate': {'benchmark_repetitions': 3, 'measured_runs_per_repetition': 200, 'total_measured_runs': 600, 'replicate_median_ms': [25.14567700200132, 25.21012199940742, 25.422765498660738], 'replicate_mean_ms': [25.743770000008226, 25.47602516027837, 25.662433544785017], 'replicate_median_mean_ms': 25.25952150002316, 'replicate_median_std_ms': 0.14499910944918673, 'replicate_median_cv': 0.005740374355430834, 'replicate_median_ci95_low_ms': 24.89929467224574, 'replicate_median_ci95_high_ms': 25.619748327800576, 'mean_ms': 25.627409568357205, 'median_ms': 25.26247049900121, 'standard_deviation_ms': 1.5887532945822038, 'coefficient_of_variation': 0.061994299125100676, 'min_ms': 23.210936000396032, 'max_ms': 40.46235499845352, 'p05_ms': 23.92078685297747, 'p25_ms': 24.66518025175901, 'p75_ms': 26.367215750724426, 'p95_ms': 28.145969146498825, 'p99_ms': 29.207884659335832, 'iqr_ms': 1.7020354989654152, 'fps': 39.020721049962255, 'gpu_peak_allocated_bytes': 941561856, 'gpu_peak_reserved_bytes': 1000341504}, 'official': True}]",False,0,False,-0.10547856489077045,-0.08779466565160976,-0.036904245785515655,44.86615275728784,1.8137678576968608,51.76056727467964,0.0,True,False,False,30.0,33.333333333333336,True,False,False,False,accuracy retention gate failed,False,False
S01,structured,decoder-layer,fp32,1x3x504x504,0.7389992702819812,0.9339003048650467,0.7907324434051439,0.28278597481571294,0.5624136069334063,0.8448316781821551,0.8736058243951713,0.6022300056180777,0.8437673446660442,0.6591472482934229,0.05560609881632403,0.4551544060176449,0.7108976359206587,0.7313176825802522,0.7338994811052602,3,200,600,"[44.887716496305075, 44.785463502194034, 43.942856496869354]","[44.94487110005139, 44.91223885968793, 44.17432209447725]",44.53867883178949,0.5185239722456698,0.011642104926461654,43.25048991560818,45.8268677479708,44.67714401807219,44.509862000268186,1.299870323100578,0.029094749713069665,42.054261997691356,48.99946499790531,42.835195003135595,43.685598249794566,45.60528374895512,46.95399169904703,47.97766403615241,1.9196854991605505,22.38280942030434,941561856,1000341504,129241676,1657f1292a20ef0ad02f1c733c8e8056038a6d6de5bed2e6d75eb385142cbb90,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,87120,artifacts/experiments/S01/front/model.engine,"['results/benchmarks/notebook-controlled/20260904_104755/S01/repeat-01/front_tensorrt_fp32_20260904_105223.json', 'results/benchmarks/notebook-controlled/20260904_104755/S01/repeat-02/front_tensorrt_fp32_20260904_105241.json', 'results/benchmarks/notebook-controlled/20260904_104755/S01/repeat-03/front_tensorrt_fp32_20260904_105259.json']","['results/measurement-environment/20260904_104755/S01/repeat-01-attempt-01.json', 'results/measurement-environment/20260904_104755/S01/repeat-02-attempt-01.json', 'results/measurement-environment/20260904_104755/S01/repeat-03-attempt-01.json']",results/coco-evaluation/S01-front.json,"['results/benchmarks/notebook-controlled/20260904_104755/S01/repeat-01/front_tensorrt_fp32_20260904_105223.json', 'results/benchmarks/notebook-controlled/20260904_104755/S01/repeat-02/front_tensorrt_fp32_20260904_105241.json', 'results/benchmarks/notebook-controlled/20260904_104755/S01/repeat-03/front_tensorrt_fp32_20260904_105259.json']","[{'round': 1, 'benchmarks': ['results/benchmarks/notebook-controlled/20260904_104755/S01/repeat-01/front_tensorrt_fp32_20260904_105223.json', 'results/benchmarks/notebook-controlled/20260904_104755/S01/repeat-02/front_tensorrt_fp32_20260904_105241.json', 'results/benchmarks/notebook-controlled/20260904_104755/S01/repeat-03/front_tensorrt_fp32_20260904_105259.json'], 'aggregate': {'benchmark_repetitions': 3, 'measured_runs_per_repetition': 200, 'total_measured_runs': 600, 'replicate_median_ms': [44.887716496305075, 44.785463502194034, 43.942856496869354], 'replicate_mean_ms': [44.94487110005139, 44.91223885968793, 44.17432209447725], 'replicate_median_mean_ms': 44.53867883178949, 'replicate_median_std_ms': 0.5185239722456698, 'replicate_median_cv': 0.011642104926461654, 'replicate_median_ci95_low_ms': 43.25048991560818, 'replicate_median_ci95_high_ms': 45.8268677479708, 'mean_ms': 44.67714401807219, 'median_ms': 44.509862000268186, 'standard_deviation_ms': 1.299870323100578, 'coefficient_of_variation': 0.029094749713069665, 'min_ms': 42.054261997691356, 'max_ms': 48.99946499790531, 'p05_ms': 42.835195003135595, 'p25_ms': 43.685598249794566, 'p75_ms': 45.60528374895512, 'p95_ms': 46.95399169904703, 'p99_ms': 47.97766403615241, 'iqr_ms': 1.9196854991605505, 'fps': 22.38280942030434, 'gpu_peak_allocated_bytes': 941561856, 'gpu_peak_reserved_bytes': 1000341504}, 'official': True}]",False,0,False,0.0011403431162126942,-0.00041269026707280165,0.02189239940004084,2.859859552769899,1.0294405540243527,4.705027247490694,0.0,True,False,True,30.0,33.333333333333336,False,True,True,True,,False,False
S02,structured,decoder-layer,fp32,1x3x504x504,0.7161213328372058,0.9245232363702137,0.7750870289005215,0.30498341820914937,0.6302001302183599,0.8210755146097616,0.8755654798568346,0.5850419797466627,0.8246511509749055,0.6385949400909041,0.050396644768475336,0.4488039832790011,0.7059797642722884,0.7241024058480653,0.7531286481742853,3,200,600,"[42.77670200099237, 43.21196299861185, 42.82588899877737]","[43.038969919907686, 43.425512820103904, 42.86413266509044]",42.9381846661272,0.23837107981324704,0.005551494122696149,42.345990284787945,43.530379047466454,43.10953846836734,42.95711550003034,0.9840944162029024,0.022827765064685285,40.98106099991128,46.70429600082571,41.72241199739801,42.4860395014548,43.551571248826804,45.106496605149005,45.978701640851796,1.065531747372006,23.196722477875145,941561856,1000341504,122879868,a5a26d9f974c0e14adc550ab7644919652b2b08025f2b335d3af05e7c220902d,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,85836,artifacts/experiments/S02/front/model.engine,"['results/benchmarks/notebook-controlled/20260904_104755/S02/repeat-01/front_tensorrt_fp32_20260904_105316.json', 'results/benchmarks/notebook-controlled/20260904_104755/S02/repeat-02/front_tensorrt_fp32_20260904_105334.json', 'results/benchmarks/notebook-controlled/20260904_104755/S02/repeat-03/front_tensorrt_fp32_20260904_105352.json']","['results/measurement-environment/20260904_104755/S02/repeat-01-attempt-01.json', 'results/measurement-environment/20260904_104755/S02/repeat-02-attempt-01.json', 'results/measurement-environment/20260904_104755/S02/repeat-03-attempt-01.json']",results/coco-evaluation/S02-front.json,"['results/benchmarks/notebook-controlled/20260904_104755/S02/repeat-01/front_tensorrt_fp32_20260904_105316.json', 'results/benchmarks/notebook-controlled/20260904_104755/S02/repeat-02/front_tensorrt_fp32_20260904_105334.json', 'results/benchmarks/notebook-controlled/20260904_104755/S02/repeat-03/front_tensorrt_fp32_20260904_105352.json']","[{'round': 1, 'benchmarks': ['results/benchmarks/notebook-controlled/20260904_104755/S02/repeat-01/front_tensorrt_fp32_20260904_105316.json', 'results/benchmarks/notebook-controlled/20260904_104755/S02/repeat-02/front_tensorrt_fp32_20260904_105334.json', 'results/benchmarks/notebook-controlled/20260904_104755/S02/repeat-03/front_tensorrt_fp32_20260904_105352.json'], 'aggregate': {'benchmark_repetitions': 3, 'measured_runs_per_repetition': 200, 'total_measured_runs': 600, 'replicate_median_ms': [42.77670200099237, 43.21196299861185, 42.82588899877737], 'replicate_mean_ms': [43.038969919907686, 43.425512820103904, 42.86413266509044], 'replicate_median_mean_ms': 42.9381846661272, 'replicate_median_std_ms': 0.23837107981324704, 'replicate_median_cv': 0.005551494122696149, 'replicate_median_ci95_low_ms': 42.345990284787945, 'replicate_median_ci95_high_ms': 43.530379047466454, 'mean_ms': 43.10953846836734, 'median_ms': 42.95711550003034, 'standard_deviation_ms': 0.9840944162029024, 'coefficient_of_variation': 0.022827765064685285, 'min_ms': 40.98106099991128, 'max_ms': 46.70429600082571, 'p05_ms': 41.72241199739801, 'p25_ms': 42.4860395014548, 'p75_ms': 43.551571248826804, 'p95_ms': 45.106496605149005, 'p99_ms': 45.978701640851796, 'iqr_ms': 1.065531747372006, 'fps': 23.196722477875145, 'gpu_peak_allocated_bytes': 941561856, 'gpu_peak_reserved_bytes': 1000341504}, 'official': True}]",False,0,False,-0.021737594328562704,-0.017600716138487793,0.04112156646906595,6.248636923302758,1.0666511581083977,9.395838592406212,0.0,True,False,False,30.0,33.333333333333336,False,True,False,False,accuracy retention gate failed,False,False
