experiment_id,family,method,precision,input_shape,bbox_ap,bbox_ap50,bbox_ap75,bbox_ap_small,bbox_ap_medium,bbox_ap_large,bbox_ar100,mask_ap,mask_ap50,mask_ap75,mask_ap_small,mask_ap_medium,mask_ap_large,mask_ar100,semantic_miou,benchmark_repetitions,measured_runs_per_repetition,total_measured_runs,replicate_median_ms,replicate_mean_ms,replicate_median_mean_ms,replicate_median_std_ms,replicate_median_cv,replicate_median_ci95_low_ms,replicate_median_ci95_high_ms,mean_ms,median_ms,standard_deviation_ms,coefficient_of_variation,min_ms,max_ms,p05_ms,p25_ms,p75_ms,p95_ms,p99_ms,iqr_ms,fps,gpu_peak_allocated_bytes,gpu_peak_reserved_bytes,engine_size_bytes,engine_sha256,annotation_sha256,test_image_count,prediction_count,engine,benchmarks,evaluation,bbox_ap_delta_vs_B01,mask_ap_delta_vs_B01,semantic_miou_delta_vs_B01,median_latency_reduction_vs_B01_pct,speedup_vs_B01,engine_size_reduction_vs_B01_pct,gpu_memory_reduction_vs_B01_pct,measurement_valid,latency_stability_warning,accuracy_gate_pass,stage3_pareto_eligible,exclusion_reason
C03,combined,structured-resolution,fp32,1x3x432x432,0.7318819382580608,0.9322202331545338,0.7920879512190363,0.2643611430997656,0.5930876711377386,0.8433496460214314,0.8670514027097019,0.5939927335145,0.8389463587441868,0.6519845513450481,0.04484513473963772,0.4637476642744076,0.701879801515664,0.7177416449149157,0.7353064144990077,3,200,600,"[68.23273249938211, 68.34929550041124, 68.15976900088572]","[68.12896205992729, 68.08354903503641, 68.00029562995405]",68.24726566689303,0.09559541424161079,0.001400721527924663,68.00977432675214,68.48475700703392,68.07093557497258,68.25903799926891,1.129059002333809,0.016586506308412286,64.35110999882454,72.88164599958691,65.88453234980989,67.54333474964369,68.84721624919621,69.50134540165891,70.2817355202933,1.3038814995525172,14.690557600734179,936573952,977272832,128549228,633b6f87ea21ef96eace52901791958a66b13f87022fc86b1e4d4873afdb3ecf,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,87063,artifacts/experiments/C03/front/model.engine,"['results/benchmarks/notebook/C03/repeat-01/front_tensorrt_fp32_20260904_011907.json', 'results/benchmarks/notebook/C03/repeat-02/front_tensorrt_fp32_20260904_011927.json', 'results/benchmarks/notebook/C03/repeat-03/front_tensorrt_fp32_20260904_011947.json']",results/coco-evaluation/C03-front.json,-0.005976988907707703,-0.008649962370650521,0.023299332793788374,-39.098691961993545,0.7189140213289955,5.215596402385664,0.5297478830748216,True,False,True,True,
C04,combined,structured-resolution,fp32,1x3x480x480,0.7310415390195883,0.9364720875459759,0.7831944601512114,0.2701885896624858,0.4792788136209696,0.8440515383416898,0.8716904812567168,0.599605674186933,0.8442760136040285,0.6457183546606786,0.043581685069528794,0.3721858106570243,0.7064103481892694,0.7276417921756191,0.7281783411589681,3,200,600,"[75.45434700023179, 77.1166770000491, 76.74821300042822]","[75.75212949000161, 77.13208994506203, 76.94551164500808]",76.43974566690304,0.8730402791178951,0.011421287073903818,74.27081834408551,78.60867298972056,76.6099103600239,76.17274849962996,1.53771917262538,0.020072065942891154,73.53308299934724,81.97611200012034,74.72436345096867,75.36672425021607,77.8275815005145,79.41156549986772,80.40399585001067,2.4608572502984316,13.053141496975483,939813376,981467136,128969140,14de81813ff71cac78d0d349431099c5119905068ce3f85da70404280a86a551,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,87129,artifacts/experiments/C04/front/model.engine,"['results/benchmarks/notebook/C04/repeat-01/front_tensorrt_fp32_20260904_012315.json', 'results/benchmarks/notebook/C04/repeat-02/front_tensorrt_fp32_20260904_012337.json', 'results/benchmarks/notebook/C04/repeat-03/front_tensorrt_fp32_20260904_012359.json']",results/coco-evaluation/C04-front.json,-0.006817388146180159,-0.0030370216982175124,0.016171259453748754,-55.22530041460469,0.6442248765690989,4.905978763270154,0.18569996106554257,True,False,True,True,
R01,input,input-resolution,fp16,1x3x432x432,0.7287984799915459,0.9246300291965575,0.7803742773978024,0.2749672636981775,0.5342058803864995,0.8430068647604106,0.8679237263940097,0.5941087991992697,0.8326864464469744,0.6361196031266156,0.046705593359936924,0.5256950287925706,0.7109112992546921,0.7142220850683234,0.7034388832290747,3,200,600,"[25.98569400015549, 24.071694000667776, 26.659065500098222]","[25.647051845053284, 24.277511739996953, 26.546504439984346]",25.57215116697383,1.3423435011848404,0.05249239660832536,22.237315918286313,28.906986415661343,25.49035600834486,25.818753499606828,1.2898175255887734,0.05060021622163777,22.42095800011157,29.516816000068502,23.516481449769344,24.237970749709348,26.55639350018646,27.25576315010585,27.750680309918607,2.3184227504771115,39.23052309165971,936573952,977272832,71359388,9c4cef49331dc94581f92ff10a141a5619caaf3c71aa708c24bfc0a39311efda,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,86457,artifacts/experiments/R01/front/model.engine,"['results/benchmarks/notebook/R01/repeat-01/front_tensorrt_fp16_20260903_221617.json', 'results/benchmarks/notebook/R01/repeat-02/front_tensorrt_fp16_20260903_221627.json', 'results/benchmarks/notebook/R01/repeat-03/front_tensorrt_fp16_20260903_221639.json']",results/coco-evaluation/R01-front.json,-0.009060447174222608,-0.008533896685880782,-0.00856819847614465,47.38638361819693,1.9006486700006802,47.38391557924597,0.5297478830748216,True,True,True,True,
R02,input,input-resolution,fp32,1x3x480x480,0.7329731311010346,0.9252375929791357,0.7789656919797115,0.2754308333438719,0.5163820240099521,0.8447947057057178,0.8781966363835834,0.5997268915175692,0.8412961717754037,0.6382843982603958,0.050045713857184905,0.38986450222589647,0.7085936147015047,0.7271833912158736,0.7107549105524779,3,200,600,"[80.27361650056264, 79.35321799959638, 79.49584749985661]","[80.07198491501185, 79.44634302994018, 79.67088520000289]",79.70756066667188,0.49537884381294023,0.006214954261171776,78.47687207739254,80.93824925595122,79.72973771498498,79.87751949985977,1.3478833910357704,0.016905654397787382,76.82856300016283,82.90506599951186,77.60279659933076,78.59369624884494,80.77228449974427,81.84552519951467,82.60517971068111,2.178588250899338,12.54237162518663,939813376,981467136,135359412,ff5c45209c42a5a49a130e6694eed0af947c9d7c2a667ebf5d4b0a2b56cd2a31,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,86477,artifacts/experiments/R02/front/model.engine,"['results/benchmarks/notebook/R02/repeat-01/front_tensorrt_fp32_20260904_012731.json', 'results/benchmarks/notebook/R02/repeat-02/front_tensorrt_fp32_20260904_012754.json', 'results/benchmarks/notebook/R02/repeat-03/front_tensorrt_fp32_20260904_012817.json']",results/coco-evaluation/R02-front.json,-0.004885796064733938,-0.0029158043675813206,-0.0012521711527414547,-62.77490578929826,0.6143453102620353,0.19417979123327703,0.18569996106554257,True,False,True,True,
R03,input,input-resolution,fp32,1x3x384x384,0.7264564082481132,0.9329505158409681,0.7667819624989041,0.237834555764621,0.5444707631991951,0.8460256294060681,0.8680585160473518,0.5865409277639649,0.8156595151329519,0.6388196719300908,0.031683889469134446,0.34485718798532944,0.702572323987006,0.7018951571815482,0.7281027967504808,3,200,600,"[61.56727750021673, 60.74328799968498, 60.13903549956012]","[61.55883687496498, 60.82272566002757, 60.744403059898104]",60.81653366648728,0.7169327017851005,0.01178845058346631,59.035430362646345,62.59763697032822,61.04198853163022,61.10915699991892,1.7281872447919921,0.02831145063199399,58.15426600020146,78.86320100078592,58.791035149351956,59.750101248937426,61.99050250006621,63.577156098926935,65.96085665971259,2.2404012511287874,16.38216617864322,933675520,966787072,134476020,b3ee83810ee62c55ccc670247a85fa94eef62ebd249388dd51736a6f84407199,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,86546,artifacts/experiments/R03/front/model.engine,"['results/benchmarks/notebook/R03/repeat-01/front_tensorrt_fp32_20260904_013147.json', 'results/benchmarks/notebook/R03/repeat-02/front_tensorrt_fp32_20260904_013205.json', 'results/benchmarks/notebook/R03/repeat-03/front_tensorrt_fp32_20260904_013223.json']",results/coco-evaluation/R03-front.json,-0.011402518917655313,-0.016101768121185578,0.016095715045261527,-24.528620014830345,0.8030282515624988,0.8455394700553367,0.8375802343462817,True,False,False,False,accuracy retention gate failed
Q01,precision,modelopt-int8-smoothquant,int8,1x3x504x504,0.593151862332506,0.8192457909077178,0.6744182991633434,0.043911346310117595,0.4679029672815765,0.758448333104057,0.7708824484625559,0.47432176245291,0.6855633513219301,0.5452047737710902,0.002619723978981869,0.3973912234791928,0.5383624219447309,0.5772562473117075,0.6590965538365575,3,200,600,"[41.67012700054329, 41.366286000084074, 41.68378149915952]","[41.80833949996668, 41.62156848497034, 42.184399645075246]",41.57339816659563,0.17949428534342704,0.004317527391534025,41.12747365534133,42.01932267784993,41.87143587667075,41.579243499654694,1.1959642693921688,0.02856277183602669,40.04254199935531,46.633526999357855,40.538508399731654,41.06247350000558,42.270984500191844,44.40198480133404,45.720135279880196,1.2085110001862631,23.88262974657537,941561856,1000341504,50137380,482305be94d757175ea25f97c6f9c6823e4f524165d774c9e4fba8ca0a1157c2,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,85921,artifacts/experiments/Q01/front/model.engine,"['results/benchmarks/notebook/Q01/repeat-01/front_tensorrt_int8_20260904_013759.json', 'results/benchmarks/notebook/Q01/repeat-02/front_tensorrt_int8_20260904_013813.json', 'results/benchmarks/notebook/Q01/repeat-03/front_tensorrt_int8_20260904_013828.json']",results/coco-evaluation/Q01-front.json,-0.14470706483326246,-0.1283209334322405,-0.052910527868661794,15.269559122220034,1.1802133797963559,63.031737061486226,0.0,True,False,False,False,accuracy retention gate failed
Q02,precision,modelopt-mixed-precision,mixed,1x3x504x504,0.5964751478628372,0.825783559075982,0.6692936134097379,0.0609981789920745,0.4366875412223145,0.753661726839238,0.7701149534941822,0.48322281358260494,0.6897675733778152,0.5744500077108872,0.002137048094288038,0.2943414713214972,0.5470180329562678,0.5814190064057232,0.650427116319593,3,200,600,"[42.7194830008375, 44.66232099912304, 44.93794799782336]","[43.15190736011573, 44.448132294783136, 44.63854784506111]",44.1065839992613,1.2091440962409579,0.027414140624928213,41.10266112160175,47.110506876920844,44.07952916665332,44.32844399889291,1.428244777995602,0.032401543414762375,41.21373499947367,47.861735001788475,41.88877110082103,42.761749497913115,45.15774425090058,46.187705100965104,47.31559136071155,2.3959947529874626,22.686267728025364,941561856,1000341504,45497556,3472001a47de73e1c88df401315f290d33010c10f0c218d10d96b0a29be8cf36,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,85786,artifacts/experiments/Q02/front/model.engine,"['results/benchmarks/notebook/Q02/repeat-01/front_tensorrt_mixed_20260904_014336.json', 'results/benchmarks/notebook/Q02/repeat-02/front_tensorrt_mixed_20260904_014351.json', 'results/benchmarks/notebook/Q02/repeat-03/front_tensorrt_mixed_20260904_014406.json']",results/coco-evaluation/Q02-front.json,-0.14138377930293133,-0.11941988230254558,-0.06157996538562627,9.667221254677996,1.1070178664815913,66.45286185142193,0.0,True,False,False,False,accuracy retention gate failed
Q04,precision,modelopt-fp8,fp8,1x3x504x504,0.0035799375583286386,0.024639256052747027,2.9561205818480938e-05,0.0,0.0003636565064997168,0.0045911550153270725,0.15304825231782485,0.3702262102000943,0.641249491936049,0.369527185712914,0.06026596690041662,0.24187013643249103,0.4880133050789019,0.7120391950448729,0.4530970899244638,3,200,600,"[63.80317250113876, 64.12114299928362, 38.9369849999639]","[64.08518288510095, 64.35641686999588, 44.90929772489835]",55.62043350012876,14.44916491367797,0.2597815947199426,19.723821026719058,91.51704597353847,57.78363249333173,63.51243750032154,11.217004110630716,0.1941207851881788,35.89417699913611,81.42750800107024,37.229341397687676,52.31684699992911,64.3832317491615,66.44403589962167,67.91490552262984,12.066384749232384,17.305938668971713,941561856,1000341504,50411748,9528ac5c63f4b5e59c78bb4222c8ce50e1cbd92cfcd7ad904327cf4a0335d2d2,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,87143,artifacts/experiments/Q04/front/model.engine,"['results/benchmarks/notebook/Q04/repeat-01/front_tensorrt_fp8_20260904_014721.json', 'results/benchmarks/notebook/Q04/repeat-02/front_tensorrt_fp8_20260904_014740.json', 'results/benchmarks/notebook/Q04/repeat-03/front_tensorrt_fp8_20260904_014755.json']",results/coco-evaluation/Q04-front.json,-0.7342789896074399,-0.23241648568505624,-0.2589099917807555,-29.426039958360015,0.7726420435344603,62.829434740026386,0.0,True,True,False,False,accuracy retention gate failed
Q05,precision,modelopt-fp8-mixed,mixed,1x3x504x504,0.7358042388753677,0.9261660294816295,0.7885085076235926,0.31324755690356326,0.6230129470482932,0.8453054423820519,0.8785573428423017,0.5980977119052601,0.8354753117255568,0.6445083437996416,0.05716989240479664,0.4763276766556206,0.7075303640855063,0.7281036911128285,0.7101511148106762,3,200,600,"[43.24962949976907, 43.84774200116226, 44.419992500479566]","[43.28000018997045, 44.22595308999007, 44.710356065061205]",43.83912133380363,0.5852291220430674,0.013349471983869503,42.38521426528874,45.29302840231853,44.072103115007245,43.57297199931054,1.73297951280274,0.03932146165751353,41.32257799938088,52.28143199929036,42.02369959875796,42.8779352496349,44.89590224966378,47.581900347722694,49.47369170764432,2.017967000028875,22.690090313831295,941561856,1000341504,117264652,13ca51cd4eefa0f04904444ad80bdaf6cafce52420c0537965076d92e36262e7,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,86451,artifacts/experiments/Q05/front/model.engine,"['results/benchmarks/notebook/Q05/repeat-01/front_tensorrt_mixed_20260904_015102.json', 'results/benchmarks/notebook/Q05/repeat-02/front_tensorrt_mixed_20260904_015117.json', 'results/benchmarks/notebook/Q05/repeat-03/front_tensorrt_mixed_20260904_015132.json']",results/coco-evaluation/Q05-front.json,-0.0020546882904007857,-0.004544983979890449,-0.0018559668945431484,11.206726791760788,1.126211439074654,13.536158280921041,0.0,True,False,True,True,
Q06,precision,modelopt-fp8-mixed-kld,mixed,1x3x504x504,0.004075750906385281,0.02632105834859388,3.280462900814253e-05,0.0,0.0010472086391011852,0.004784310267092295,0.15734235839171012,0.3540556583177658,0.6221397382336707,0.3449490319018853,0.06344119453546188,0.24128154295764176,0.47860879983829513,0.7179537218964126,0.4565858431052821,3,200,600,"[42.03528500147513, 41.78578450046189, 42.193829500320135]","[42.34004105006534, 42.07727879500453, 42.50696909004546]",42.004966334085715,0.20570512067406546,0.004897161898381102,41.49392524314745,42.51600742502398,42.30809631170511,42.03118450095644,1.3144705037509716,0.031069006132221213,39.60049300076207,46.74758400142309,40.65920655120863,41.42061975107936,42.86233825041563,45.179048950194556,46.02487986849155,1.4417184993362753,23.63613793049196,941561856,1000341504,67912876,6276e16f05618b906cad3c5e4bc1c47d668852fe4277b3ff3178a329979cc643,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,87153,artifacts/experiments/Q06/front/model.engine,"['results/benchmarks/notebook/Q06/repeat-01/front_tensorrt_mixed_20260904_015442.json', 'results/benchmarks/notebook/Q06/repeat-02/front_tensorrt_mixed_20260904_015456.json', 'results/benchmarks/notebook/Q06/repeat-03/front_tensorrt_mixed_20260904_015511.json']",results/coco-evaluation/Q06-front.json,-0.7337831762593833,-0.2485870375673847,-0.2554212385999372,14.348590940310702,1.167523116056519,49.925164480499745,0.0,True,False,False,False,accuracy retention gate failed
Q07,precision,modelopt-fp8-mixed,mixed,1x3x504x504,0.028162096240612153,0.1390114046685989,0.0012845555921699827,0.011157797900372158,0.004452638592516479,0.03529572100303952,0.3569541935012003,0.3579247452931818,0.6020312130357469,0.3598637251167136,0.05666074016226249,0.20466833889237895,0.48171306275805603,0.7239729530299054,0.42892598576533364,3,200,600,"[40.50165000080597, 40.591095999843674, 39.853404499808676]","[40.93547092992594, 40.8391228300934, 40.052703934998135]",40.31538350015277,0.40257743883029673,0.009985702823061852,39.315244987057866,41.31552201324767,40.609099231672495,40.27682400010235,1.3686921890310022,0.033704076547541595,37.88277700004983,45.85455499909585,38.89333580118546,39.61399350191641,41.514913998980774,43.28774365094432,44.40635144328553,1.9009204970643623,24.62502293624046,941561856,1000341504,55561316,3c7053bd3d63c5c89b195fb2eb3f3f9e1a29542fefc236571ebc299cda5cab1c,037949731e462ecb42feb6e61b61fbca555dfe2a3d381464ad36a17b0a7ff9b9,437,87112,artifacts/experiments/Q07/front/model.engine,"['results/benchmarks/notebook/Q07/repeat-01/front_tensorrt_mixed_20260904_015816.json', 'results/benchmarks/notebook/Q07/repeat-02/front_tensorrt_mixed_20260904_015830.json', 'results/benchmarks/notebook/Q07/repeat-03/front_tensorrt_mixed_20260904_015844.json']",results/coco-evaluation/Q07-front.json,-0.7096968309251563,-0.2447179505919687,-0.2830810959398857,17.923637674798893,1.2183775835944368,59.03245564291847,0.0,True,False,False,False,accuracy retention gate failed
