epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_enc,train/loss_mask_ce,train/loss_mask_ce_0,train/loss_mask_ce_1,train/loss_mask_ce_2,train/loss_mask_ce_enc,train/loss_mask_dice,train/loss_mask_dice_0,train/loss_mask_dice_1,train/loss_mask_dice_2,train/loss_mask_dice_enc,train/lr,train/lr_max,train/lr_min,val/AP/out_line,val/AP/parking_lot,val/AP/parking_space,val/F1,val/cardinality_error,val/cardinality_error_0,val/cardinality_error_1,val/cardinality_error_2,val/cardinality_error_enc,val/class_error,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/ema_segm_mAP_50,val/ema_segm_mAP_50_95,val/loss,val/loss_bbox,val/loss_bbox_0,val/loss_bbox_1,val/loss_bbox_2,val/loss_bbox_enc,val/loss_ce,val/loss_ce_0,val/loss_ce_1,val/loss_ce_2,val/loss_ce_enc,val/loss_giou,val/loss_giou_0,val/loss_giou_1,val/loss_giou_2,val/loss_giou_enc,val/loss_mask_ce,val/loss_mask_ce_0,val/loss_mask_ce_1,val/loss_mask_ce_2,val/loss_mask_ce_enc,val/loss_mask_dice,val/loss_mask_dice_0,val/loss_mask_dice_1,val/loss_mask_dice_2,val/loss_mask_dice_enc,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall,val/segm_mAP_50,val/segm_mAP_50_95
5,3449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.346263722254662e-06,4.346263722254662e-06,1.4049575725039176e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.199185241304804e-06,4.199185241304804e-06,1.3574135948601906e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6276795864105225,0.9469385147094727,0.8651339411735535,0.8769797682762146,198.59239196777344,198.59239196777344,198.59239196777344,198.59239196777344,198.59239196777344,10.41433334350586,0.9704300761222839,0.8145384788513184,0.9086493849754333,0.8605953454971313,0.6682345271110535,7.980895042419434,0.013195931911468506,0.01648198813199997,0.015921136364340782,0.014796138741075993,0.02801516093313694,0.36872097849845886,0.4676153361797333,0.42910701036453247,0.3842954933643341,0.4837213158607483,0.1107843667268753,0.12379854917526245,0.1234033852815628,0.11612235754728317,0.16590744256973267,0.022681035101413727,0.022238146513700485,0.022097930312156677,0.021760564297437668,0.029589055106043816,0.1300281584262848,0.13223110139369965,0.12381105870008469,0.12596774101257324,0.19466467201709747,0.9700726866722107,0.8132506608963013,0.8635144829750061,0.9093427062034607,0.8826664686203003,0.8713878393173218,0.8631629943847656,0.6697856187820435
5,3521,2598.738037109375,2598.738037109375,2598.738037109375,2598.738037109375,2598.738037109375,12.745654106140137,8.644364356994629,0.01830306462943554,0.022895075380802155,0.023104088380932808,0.020026227459311485,0.038476791232824326,0.3718850314617157,0.7111101150512695,0.45138785243034363,0.39332887530326843,0.48757320642471313,0.10083946585655212,0.11680519580841064,0.11931105703115463,0.10837427526712418,0.1618344485759735,0.022657375782728195,0.02275657095015049,0.023029062896966934,0.023000840097665787,0.031070617958903313,0.1363823413848877,0.14075034856796265,0.13932974636554718,0.1380271464586258,0.2031402736902237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.052814801980276e-06,4.052814801980276e-06,1.3100984119773784e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90728155252873e-06,3.90728155252873e-06,1.2630539458768908e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7627146411978174e-06,3.7627146411978174e-06,1.2163216922544962e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6192411698721116e-06,3.6192411698721116e-06,1.1699429336431422e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.476988240436185e-06,3.476988240436185e-06,1.1239587394129558e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3360818179062335e-06,3.3360818179062335e-06,1.078409823662696e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1966460483090486e-06,3.1966460483090486e-06,1.0333363320569333e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0588046229240717e-06,3.0588046229240717e-06,9.887781970974174e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9226789592939895e-06,2.9226789592939895e-06,9.447747828517095e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.788389792840462e-06,2.788389792840462e-06,9.013649560074555e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6560558126220712e-06,2.6560558126220712e-06,8.585870858723865e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.525793661334319e-06,2.525793661334319e-06,8.16478973320045e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6320358514785767,0.9470471739768982,0.8667058944702148,0.8774674534797668,198.59239196777344,198.59239196777344,198.59239196777344,198.59239196777344,198.59239196777344,10.41433334350586,0.9713357090950012,0.8139084577560425,0.9091457724571228,0.8628341555595398,0.6695586442947388,7.805622100830078,0.01287352666258812,0.016377918422222137,0.0155533067882061,0.01445436105132103,0.028316646814346313,0.366275429725647,0.46610555052757263,0.41799983382225037,0.38022106885910034,0.47598546743392944,0.10969100147485733,0.1219877377152443,0.120460145175457,0.11463811993598938,0.16012674570083618,0.02219119481742382,0.020727859809994698,0.022312428802251816,0.022552581503987312,0.028189612552523613,0.12236534804105759,0.12705202400684357,0.12308996170759201,0.12406108528375626,0.18892808258533478,0.9686484932899475,0.8152629733085632,0.8661079406738281,0.9090101718902588,0.8751455545425415,0.8798551559448242,0.8617144227027893,0.669580340385437
6,4108,2598.73193359375,2598.73193359375,2598.73193359375,2598.73193359375,2598.73193359375,12.670084953308105,8.592976570129395,0.01845812052488327,0.02285170927643776,0.023057959973812103,0.020269744098186493,0.03732135891914368,0.36888545751571655,0.7076780200004578,0.4469343423843384,0.3896503448486328,0.4819682836532593,0.10127691924571991,0.11672808229923248,0.11893033981323242,0.10885382443666458,0.15986469388008118,0.022353453561663628,0.02270662412047386,0.023031899705529213,0.022807732224464417,0.03109697252511978,0.13556727766990662,0.1400965452194214,0.1382220834493637,0.13635624945163727,0.20311176776885986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3977186174306553e-06,2.3977186174306553e-06,7.750779218440584e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.271944140375126e-06,2.271944140375126e-06,7.344205243953184e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.148581188521348e-06,2.148581188521348e-06,6.945426633819807e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.027738673859858e-06,2.027738673859858e-06,6.554795817237391e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90952368939179e-06,1.90952368939179e-06,6.172658117975516e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7940408270078478e-06,1.7940408270078478e-06,5.799352109647771e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6813918364277924e-06,1.6813918364277924e-06,5.4352071288121806e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5716765346951433e-06,1.5716765346951433e-06,5.080545051328045e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4649917829956394e-06,1.4649917829956394e-06,4.735679937084569e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3614319414045895e-06,1.3614319414045895e-06,4.400915898372659e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2610885278263595e-06,1.2610885278263595e-06,4.076549586784495e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6332253813743591,0.9466210603713989,0.8669339418411255,0.8749529123306274,198.59239196777344,198.59239196777344,198.59239196777344,198.59239196777344,198.59239196777344,10.41433334350586,0.9709030389785767,0.8164326548576355,0.9109375476837158,0.8632768392562866,0.6703351736068726,7.821110725402832,0.012303817085921764,0.016364730894565582,0.015916774049401283,0.013911903835833073,0.027531515806913376,0.3677669167518616,0.4563486576080322,0.42323991656303406,0.3832155466079712,0.476520836353302,0.10860809683799744,0.12158377468585968,0.12058942764997482,0.11377453058958054,0.1605139970779419,0.02288714051246643,0.021357936784625053,0.021810151636600494,0.023803435266017914,0.028820067644119263,0.12483116239309311,0.12284750491380692,0.12314575165510178,0.1268017739057541,0.19044238328933716,0.9707345962524414,0.8155934810638428,0.8632631301879883,0.9092594981193542,0.8723824620246887,0.8775759339332581,0.8607245683670044,0.6700223684310913
7,4695,2598.739013671875,2598.739013671875,2598.739013671875,2598.739013671875,2598.739013671875,13.111186981201172,8.539632797241211,0.01779232546687126,0.022532381117343903,0.02250773459672928,0.019624171778559685,0.036876823753118515,0.3717461824417114,0.710270881652832,0.44953852891921997,0.3960438072681427,0.48861345648765564,0.09853573143482208,0.11345714330673218,0.11543197184801102,0.10540123283863068,0.156063511967659,0.022462300956249237,0.022594496607780457,0.022925587370991707,0.02279542200267315,0.030734719708561897,0.13440871238708496,0.13842278718948364,0.138115793466568,0.1357380747795105,0.20159754157066345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
